filename,lf_compression_method,cd_compression_method,method_mismatch,data_entropy_shannon,data_entropy_renyi,declared_vs_entropy_flag,eocd_count,lf_unknown_method,file_size_bytes,entry_count,suspicious_entry_count,suspicious_entry_ratio,entropy_variance,lf_crc_valid,any_crc_mismatch,is_encrypted
hard_negative_extra_field_noise_0105.zip,8,8,False,6.5395,6.3842,False,1,0,285,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0106.zip,8,8,False,6.9717,6.828,False,1,0,324,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0108.zip,8,8,False,7.1346,6.9745,False,1,0,376,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0113.zip,8,8,False,6.8726,6.7627,False,1,0,309,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0114.zip,8,8,False,7.1044,6.9796,False,1,0,365,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0117.zip,8,8,False,7.0913,6.9569,False,1,0,374,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0121.zip,8,8,False,6.802,6.6757,False,1,0,293,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0123.zip,8,8,False,6.9231,6.7625,False,1,0,339,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0124.zip,8,8,False,7.1097,6.9554,False,1,0,363,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0129.zip,8,8,False,7.0516,6.8811,False,1,0,357,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0131.zip,8,8,False,6.271,6.1522,False,1,0,245,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0133.zip,8,8,False,6.6363,6.4904,False,1,0,288,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0135.zip,8,8,False,6.9044,6.7713,False,1,0,344,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0136.zip,8,8,False,6.7375,6.5911,False,1,0,290,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0137.zip,8,8,False,6.9725,6.8292,False,1,0,345,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0139.zip,8,8,False,6.9241,6.8017,False,1,0,338,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0141.zip,8,8,False,7.0186,6.8361,False,1,0,376,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0148.zip,8,8,False,6.4311,6.2755,False,1,0,262,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0150.zip,8,8,False,6.5387,6.4199,False,1,0,259,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0152.zip,8,8,False,6.798,6.6399,False,1,0,315,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0153.zip,8,8,False,7.0765,6.9135,False,1,0,375,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0154.zip,8,8,False,6.815,6.6797,False,1,0,309,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0158.zip,8,8,False,6.6703,6.5017,False,1,0,287,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0160.zip,8,8,False,7.0301,6.8619,False,1,0,379,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0161.zip,8,8,False,7.1827,7.063,False,1,0,383,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0165.zip,8,8,False,6.688,6.5581,False,1,0,288,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0167.zip,8,8,False,6.8925,6.7783,False,1,0,326,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0169.zip,8,8,False,6.9112,6.7654,False,1,0,335,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0170.zip,8,8,False,6.8817,6.6913,False,1,0,356,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0171.zip,8,8,False,7.0462,6.8556,False,1,0,383,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0172.zip,8,8,False,6.8985,6.6885,False,1,0,340,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0175.zip,8,8,False,6.6519,6.5305,False,1,0,282,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0177.zip,8,8,False,6.7302,6.6114,False,1,0,286,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0179.zip,8,8,False,6.845,6.6941,False,1,0,318,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0181.zip,8,8,False,7.0042,6.8138,False,1,0,368,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0182.zip,8,8,False,7.0486,6.8766,False,1,0,347,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0183.zip,8,8,False,7.0165,6.8386,False,1,0,340,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0190.zip,8,8,False,6.7404,6.605,False,1,0,307,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0191.zip,8,8,False,6.8181,6.7076,False,1,0,321,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0193.zip,8,8,False,6.9529,6.8238,False,1,0,323,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0198.zip,8,8,False,7.1193,6.9629,False,1,0,355,1,0,0.0,0.0,True,False,False
hard_negative_extra_field_noise_0199.zip,8,8,False,6.9592,6.7665,False,1,0,377,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0002.zip,8,8,False,7.0997,6.9162,False,1,0,376,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0003.zip,8,8,False,6.3525,6.1844,False,1,0,254,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0007.zip,8,8,False,7.0965,6.9324,False,1,0,366,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0008.zip,8,8,False,7.0764,6.8797,False,1,0,367,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0009.zip,8,8,False,7.0334,6.8369,False,1,0,357,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0010.zip,8,8,False,6.9552,6.791,False,1,0,324,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0011.zip,8,8,False,6.9695,6.8161,False,1,0,325,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0012.zip,8,8,False,6.9705,6.7452,False,1,0,342,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0013.zip,8,8,False,7.0688,6.8919,False,1,0,365,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0016.zip,8,8,False,6.3943,6.2749,False,1,0,242,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0017.zip,8,8,False,6.9197,6.768,False,1,0,309,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0023.zip,8,8,False,6.8716,6.7491,False,1,0,297,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0024.zip,8,8,False,7.0157,6.8595,False,1,0,338,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0027.zip,8,8,False,6.718,6.59,False,1,0,284,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0028.zip,8,8,False,7.156,6.9528,False,1,0,367,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0029.zip,8,8,False,6.5743,6.433,False,1,0,275,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0030.zip,8,8,False,7.0572,6.8682,False,1,0,377,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0031.zip,8,8,False,7.0019,6.8237,False,1,0,354,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0033.zip,8,8,False,6.4354,6.3066,False,1,0,248,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0034.zip,8,8,False,7.1246,6.9695,False,1,0,372,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0040.zip,8,8,False,7.1392,6.9913,False,1,0,360,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0042.zip,8,8,False,6.7675,6.6255,False,1,0,285,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0043.zip,8,8,False,7.1275,6.9964,False,1,0,345,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0044.zip,8,8,False,7.2178,7.0144,False,1,0,395,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0046.zip,8,8,False,7.0673,6.9218,False,1,0,337,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0047.zip,8,8,False,6.8069,6.6726,False,1,0,305,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0049.zip,8,8,False,7.0636,6.9201,False,1,0,330,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0050.zip,8,8,False,7.1546,6.9858,False,1,0,386,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0051.zip,8,8,False,6.9646,6.8048,False,1,0,344,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0059.zip,8,8,False,6.8147,6.6768,False,1,0,280,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0060.zip,8,8,False,6.4954,6.3781,False,1,0,247,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0064.zip,8,8,False,7.1564,7.0252,False,1,0,392,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0065.zip,8,8,False,6.4173,6.2592,False,1,0,251,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0066.zip,8,8,False,6.8886,6.7635,False,1,0,303,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0068.zip,8,8,False,6.8126,6.6529,False,1,0,306,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0069.zip,8,8,False,6.7039,6.585,False,1,0,277,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0074.zip,8,8,False,7.1014,6.9338,False,1,0,380,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0078.zip,8,8,False,6.8984,6.7605,False,1,0,322,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0079.zip,8,8,False,6.9251,6.7252,False,1,0,340,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0081.zip,8,8,False,6.8112,6.6658,False,1,0,293,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0082.zip,8,8,False,7.2348,7.0913,False,1,0,368,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0084.zip,8,8,False,6.9839,6.8245,False,1,0,365,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0089.zip,8,8,False,7.0769,6.9028,False,1,0,379,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0091.zip,8,8,False,6.6229,6.5028,False,1,0,270,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0096.zip,8,8,False,7.0323,6.844,False,1,0,328,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0098.zip,8,8,False,6.6246,6.4728,False,1,0,280,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0099.zip,8,8,False,7.128,6.9734,False,1,0,367,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0101.zip,8,8,False,6.9949,6.839,False,1,0,323,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0102.zip,8,8,False,7.0037,6.8221,False,1,0,351,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0104.zip,8,8,False,7.0983,6.9518,False,1,0,377,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0105.zip,8,8,False,6.8452,6.6621,False,1,0,325,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0111.zip,8,8,False,6.9877,6.8185,False,1,0,342,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0112.zip,8,8,False,7.0616,6.9003,False,1,0,363,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0114.zip,8,8,False,6.5764,6.4449,False,1,0,264,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0115.zip,8,8,False,6.8046,6.702,False,1,0,282,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0116.zip,8,8,False,6.9116,6.7651,False,1,0,305,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0117.zip,8,8,False,7.0242,6.8762,False,1,0,351,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0119.zip,8,8,False,6.9493,6.7489,False,1,0,309,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0120.zip,8,8,False,6.6649,6.5443,False,1,0,271,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0122.zip,8,8,False,6.9047,6.7376,False,1,0,329,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0124.zip,8,8,False,6.9928,6.855,False,1,0,312,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0125.zip,8,8,False,7.1751,7.0275,False,1,0,363,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0126.zip,8,8,False,6.9166,6.7137,False,1,0,326,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0129.zip,8,8,False,6.7566,6.6039,False,1,0,285,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0130.zip,8,8,False,6.9466,6.7621,False,1,0,377,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0132.zip,8,8,False,6.9721,6.8238,False,1,0,319,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0133.zip,8,8,False,6.4532,6.3069,False,1,0,253,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0136.zip,8,8,False,6.9147,6.7429,False,1,0,321,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0140.zip,8,8,False,6.9052,6.7328,False,1,0,321,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0146.zip,8,8,False,6.7631,6.6126,False,1,0,283,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0148.zip,8,8,False,6.6278,6.4897,False,1,0,270,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0149.zip,8,8,False,6.4696,6.3063,False,1,0,254,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0150.zip,8,8,False,6.4054,6.2749,False,1,0,244,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0151.zip,8,8,False,7.0073,6.8184,False,1,0,337,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0152.zip,8,8,False,6.379,6.2229,False,1,0,242,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0155.zip,8,8,False,7.1011,6.9121,False,1,0,390,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0162.zip,8,8,False,6.4696,6.3537,False,1,0,256,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0163.zip,8,8,False,6.7477,6.585,False,1,0,299,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0167.zip,8,8,False,7.092,6.971,False,1,0,327,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0168.zip,8,8,False,6.5006,6.4044,False,1,0,250,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0171.zip,8,8,False,6.9376,6.7498,False,1,0,338,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0173.zip,8,8,False,7.2157,7.0466,False,1,0,379,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0176.zip,8,8,False,7.0622,6.8952,False,1,0,374,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0177.zip,8,8,False,6.826,6.6647,False,1,0,305,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0179.zip,8,8,False,7.0299,6.8762,False,1,0,353,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0180.zip,8,8,False,6.79,6.6427,False,1,0,307,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0182.zip,8,8,False,6.9493,6.7652,False,1,0,352,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0187.zip,8,8,False,6.8207,6.7129,False,1,0,293,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0188.zip,8,8,False,6.8459,6.7016,False,1,0,311,1,0,0.0,0.0,True,False,False
hard_negative_mismatched_sizes_0194.zip,8,8,False,6.4588,6.3219,False,1,0,250,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0000.zip,6,6,False,3.7104,3.3442,False,1,0,1050,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0001.zip,6,6,False,3.6978,3.3156,False,1,0,928,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0002.zip,6,6,False,3.6658,3.2835,False,1,0,701,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0005.zip,6,6,False,3.7439,3.3667,False,1,0,431,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0007.zip,6,6,False,3.6946,3.329,False,1,0,944,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0011.zip,6,6,False,3.6491,3.2401,False,1,0,623,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0013.zip,6,6,False,3.675,3.3049,False,1,0,774,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0016.zip,6,6,False,3.6767,3.2853,False,1,0,388,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0017.zip,6,6,False,3.6899,3.3057,False,1,0,506,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0018.zip,6,6,False,3.6922,3.2941,False,1,0,790,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0019.zip,6,6,False,3.6152,3.2124,False,1,0,442,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0020.zip,6,6,False,3.6329,3.2281,False,1,0,967,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0021.zip,6,6,False,3.7301,3.355,False,1,0,619,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0024.zip,6,6,False,3.6722,3.2873,False,1,0,731,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0026.zip,6,6,False,3.6692,3.2826,False,1,0,773,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0028.zip,6,6,False,3.6156,3.2413,False,1,0,597,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0029.zip,6,6,False,3.7563,3.4018,False,1,0,946,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0031.zip,6,6,False,3.7549,3.4011,False,1,0,997,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0032.zip,6,6,False,3.7437,3.3785,False,1,0,993,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0034.zip,6,6,False,3.7214,3.3291,False,1,0,668,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0036.zip,6,6,False,3.6939,3.3131,False,1,0,968,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0038.zip,6,6,False,3.6348,3.2327,False,1,0,739,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0041.zip,6,6,False,3.7372,3.3588,False,1,0,925,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0043.zip,6,6,False,3.6777,3.291,False,1,0,914,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0044.zip,6,6,False,3.6981,3.3118,False,1,0,821,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0045.zip,6,6,False,3.6608,3.3042,False,1,0,497,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0047.zip,6,6,False,3.7215,3.3324,False,1,0,804,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0048.zip,6,6,False,3.7017,3.3223,False,1,0,993,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0050.zip,6,6,False,3.7551,3.3933,False,1,0,959,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0052.zip,6,6,False,3.6893,3.3093,False,1,0,906,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0053.zip,6,6,False,3.7191,3.3514,False,1,0,804,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0056.zip,6,6,False,3.6614,3.2578,False,1,0,598,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0057.zip,6,6,False,3.6614,3.2578,False,1,0,710,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0060.zip,6,6,False,3.6692,3.2829,False,1,0,986,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0061.zip,6,6,False,3.7219,3.3366,False,1,0,546,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0062.zip,6,6,False,3.7235,3.3278,False,1,0,1001,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0063.zip,6,6,False,3.7052,3.3321,False,1,0,537,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0066.zip,6,6,False,3.7263,3.348,False,1,0,789,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0070.zip,6,6,False,3.7642,3.3894,False,1,0,967,1,0,0.0,0.0,True,False,False
hard_negative_old_method_code_0072.zip,6,6,False,3.6362,3.2513,False,1,0,556,1,0,0.0,0.0,True,False,False
